task,Class_Names,#cPkgClasses,classScope,cIsAbstract,cNestingLevel,#cImports,#cNativeImports,cNativeImportsList,#cInherits,#cImplements
PythagoreanQuadruples,.PythagoreanQuadruples,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
PythTrip,.PythTrip,1.0,public,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.math.BigInteger.ONE",0.0,0.0
QRDecomposition,.QRDecomposition,2.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
QRDecomposition,.Matrix,2.0,default,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
QuadraticRoots,.QuadraticRoots,2.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
QuadraticRoots,.QuadraticRoots.Complex,2.0,private,0.0,1.0,0.0,0.0,,0.0,0.0
Quaternion,.Quaternion,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
QuickSelect,.QuickSelect,1.0,public,0.0,0.0,1.0,1.0,java.util.Random,0.0,0.0
QuotingConstructs,.QuotingConstructs,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
RadicalOfAnInteger,.RadicalOfAnInteger,1.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.List,java.util.stream.Collectors,java.util.stream.IntStream",0.0,0.0
RamanujanConstant,.RamanujanConstant,1.0,public,0.0,0.0,4.0,4.0,"java.math.BigDecimal,java.math.MathContext,java.util.Arrays,java.util.List",0.0,0.0
RamanujanPrimesTwins,.RamanujanPrimesTwins,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
RandomLatinSquares,.RandomLatinSquares,1.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.Collections,java.util.Iterator,java.util.List,java.util.Objects",0.0,0.0
Range,.Range,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RangeConsolidation,.RangeConsolidation,3.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
RangeConsolidation,.RangeConsolidation.RangeSorter,3.0,private,0.0,1.0,5.0,5.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.Comparator,java.util.List",0.0,1.0
RangeConsolidation,.RangeConsolidation.Range,3.0,private,0.0,1.0,5.0,5.0,"java.util.ArrayList,java.util.Arrays,java.util.Collections,java.util.Comparator,java.util.List",0.0,0.0
RangeExtraction,.RangeExtraction,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RankingMethods,.RankingMethods,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
RankPermutation,.RankPermutation,1.0,default,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.util.*",0.0,0.0
RareNumbers,.RareNumbers,2.0,public,0.0,0.0,9.0,9.0,"java.time.Duration,java.time.LocalDateTime,java.util.ArrayList,java.util.Collections,java.util.HashMap,java.util.List,java.util.Map,java.util.concurrent.atomic.AtomicInteger,java.util.concurrent.atomic.AtomicReference",0.0,0.0
RareNumbers,.RareNumbers.Term,2.0,private,0.0,1.0,9.0,9.0,"java.time.Duration,java.time.LocalDateTime,java.util.ArrayList,java.util.Collections,java.util.HashMap,java.util.List,java.util.Map,java.util.concurrent.atomic.AtomicInteger,java.util.concurrent.atomic.AtomicReference",0.0,0.0
RateCounter,.RateCounter,1.0,public,0.0,0.0,1.0,1.0,java.util.function.Consumer,0.0,0.0
RayCasting,.RayCasting,1.0,public,0.0,0.0,1.0,1.0,java.lang.Math.*,0.0,0.0
RDOMSerialization,.RDOMSerialization,1.0,public,0.0,0.0,15.0,12.0,"java.io.StringWriter,javax.xml.parsers.DocumentBuilder,javax.xml.parsers.DocumentBuilderFactory,javax.xml.parsers.ParserConfigurationException,javax.xml.transform.OutputKeys,javax.xml.transform.Transformer,javax.xml.transform.TransformerConfigurationException,javax.xml.transform.TransformerException,javax.xml.transform.TransformerFactory,javax.xml.transform.TransformerFactoryConfigurationError,javax.xml.transform.dom.DOMSource,javax.xml.transform.stream.StreamResult",0.0,0.0
ReadSpecificLineFromFile,.ReadSpecificLineFromFile,1.0,public,0.0,0.0,3.0,3.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path",0.0,0.0
RealNumberSet,.RealNumberSet,2.0,public,0.0,0.0,2.0,2.0,"java.util.Objects,java.util.function.Predicate",0.0,0.0
RealNumberSet,.RealNumberSet.RealSet,2.0,public,0.0,1.0,2.0,2.0,"java.util.Objects,java.util.function.Predicate",0.0,0.0
RecamanSequence,.RecamanSequence,1.0,public,0.0,0.0,4.0,4.0,"java.util.ArrayList,java.util.HashSet,java.util.List,java.util.Set",0.0,0.0
RecordAppender,.RecordAppender,2.0,public,0.0,0.0,11.0,11.0,"java.util.Objects.requireNonNull,java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.nio.file.Paths,java.nio.file.StandardOpenOption,java.util.Arrays,java.util.Collections,java.util.List,java.util.stream.Collectors,java.util.stream.Stream",0.0,0.0
RecordAppender,.RecordAppender.Record,2.0,default,0.0,1.0,11.0,11.0,"java.util.Objects.requireNonNull,java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.nio.file.Paths,java.nio.file.StandardOpenOption,java.util.Arrays,java.util.Collections,java.util.List,java.util.stream.Collectors,java.util.stream.Stream",0.0,0.0
recurringrainfall,.recurringrainfall,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
RecursionTest,.RecursionTest,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ReducedRowEchelonForm,.ReducedRowEchelonForm,1.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
ReduceTask,.ReduceTask,1.0,public,0.0,0.0,1.0,1.0,java.util.stream.Stream,0.0,0.0
ReflectionGetSource,.ReflectionGetSource,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RenameAFile,.RenameAFile,1.0,public,0.0,0.0,4.0,4.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.util.List",0.0,0.0
Rendezvous,.Rendezvous,4.0,public,0.0,0.0,8.0,8.0,"java.io.PrintStream,java.util.ArrayList,java.util.Iterator,java.util.List,java.util.Optional,java.util.concurrent.CompletableFuture,java.util.concurrent.ExecutionException,java.util.function.Supplier",0.0,0.0
Rendezvous,.Messenger,4.0,default,0.0,0.0,8.0,8.0,"java.io.PrintStream,java.util.ArrayList,java.util.Iterator,java.util.List,java.util.Optional,java.util.concurrent.CompletableFuture,java.util.concurrent.ExecutionException,java.util.function.Supplier",0.0,1.0
Rendezvous,.Printer,4.0,default,0.0,0.0,8.0,8.0,"java.io.PrintStream,java.util.ArrayList,java.util.Iterator,java.util.List,java.util.Optional,java.util.concurrent.CompletableFuture,java.util.concurrent.ExecutionException,java.util.function.Supplier",0.0,0.0
Rendezvous,.OutOfInkException,4.0,default,0.0,0.0,8.0,8.0,"java.io.PrintStream,java.util.ArrayList,java.util.Iterator,java.util.List,java.util.Optional,java.util.concurrent.CompletableFuture,java.util.concurrent.ExecutionException,java.util.function.Supplier",1.0,0.0
REntropy,.REntropy,1.0,public,0.0,0.0,3.0,3.0,"java.lang.Math,java.util.Map,java.util.HashMap",0.0,0.0
Repeat,.Repeat,1.0,public,0.0,0.0,2.0,2.0,"java.util.function.Consumer,java.util.stream.IntStream",0.0,0.0
ReportStringLengths,.ReportStringLengths,1.0,public,0.0,0.0,3.0,3.0,"java.io.PrintStream,java.util.Arrays,java.util.Comparator",0.0,0.0
RepString,.RepString,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RepStrings,.RepStrings,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
RepunitPrimes,.RepunitPrimes,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
ResistorMesh,.ResistorMesh,2.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
ResistorMesh,.ResistorMesh.Node,2.0,private,0.0,1.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
ReturnMultipleValues,.ReturnMultipleValues,1.0,public,0.0,0.0,6.0,6.0,"java.io.IOException,java.nio.file.Files,java.nio.file.Path,java.util.List,java.util.Set,java.util.stream.Collectors",0.0,0.0
Reverse,.Reverse,1.0,public,0.0,0.0,1.0,1.0,java.text.BreakIterator,0.0,0.0
ReverseWords,.ReverseWords,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RhondaNumbers,.RhondaNumbers,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RIPEMD160Task,.RIPEMD160Task,2.0,public,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
RIPEMD160Task,.RIPEMD160,2.0,default,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
RJSortStability,.RJSortStability,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Comparator",0.0,0.0
RM_chars,.RM_chars,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RN,.RN,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Roman,.Roman,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
RootMeanSquare,.RootMeanSquare,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Roots,.Roots,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Rpg,.Rpg,1.0,public,0.0,0.0,4.0,4.0,"java.util.List,java.util.Random,java.util.stream.Stream,java.util.stream.Collectors.toList",0.0,0.0
RPN,.RPN,1.0,public,0.0,0.0,1.0,1.0,java.util.LinkedList,0.0,0.0
RReturnMultipleVals,.RReturnMultipleVals,2.0,public,0.0,0.0,4.0,4.0,"java.util.List,java.util.ArrayList,java.util.Map,java.util.HashMap",0.0,0.0
RReturnMultipleVals,.RReturnMultipleVals.Pair,2.0,private,0.0,1.0,4.0,4.0,"java.util.List,java.util.ArrayList,java.util.Map,java.util.HashMap",0.0,0.0
rsaCode,.rsaCode,1.0,public,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.util.Random",0.0,0.0
RSortingRadixsort00,.RSortingRadixsort00,1.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.Arrays,java.util.LinkedList,java.util.List,java.util.Queue",0.0,0.0
RungeKutta,.RungeKutta,1.0,public,0.0,0.0,2.0,2.0,"java.lang.Math.*,java.util.function.BiFunction",0.0,0.0
RunLengthEncoding,.RunLengthEncoding,1.0,public,0.0,0.0,2.0,2.0,"java.util.regex.Matcher,java.util.regex.Pattern",0.0,0.0
RuthAaronNumbers,.RuthAaronNumbers,1.0,public,0.0,0.0,5.0,5.0,"java.util.ArrayList,java.util.BitSet,java.util.Collection,java.util.HashSet,java.util.List",0.0,0.0
S,.S,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
SafeAddition,.SafeAddition,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SafePrimes,.SafePrimes,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SameFringe,.SameFringe,2.0,default,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
SameFringe,.SameFringe.SimpleNode,2.0,public,0.0,1.0,1.0,1.0,java.util.*,0.0,1.0
ScriptName,.ScriptName,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SearchInParagraphsText,.SearchInParagraphsText,1.0,public,0.0,0.0,4.0,4.0,"java.io.IOException,java.nio.charset.StandardCharsets,java.nio.file.Files,java.nio.file.Path",0.0,0.0
SecureTemporaryFile,.SecureTemporaryFile,1.0,public,0.0,0.0,5.0,5.0,"java.io.BufferedWriter,java.nio.file.Files,java.io.IOException,java.nio.file.Path,java.nio.file.StandardOpenOption",0.0,0.0
SelfDescribingNumbers,.SelfDescribingNumbers,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SelfNumbers,.SelfNumbers,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SelfReferentialSequence,.SelfReferentialSequence,2.0,public,0.0,0.0,3.0,3.0,"java.util.*,java.util.concurrent.ConcurrentHashMap,java.util.stream.IntStream",0.0,0.0
SelfReferentialSequence,.SelfReferentialSequence.Seeds,2.0,default,0.0,1.0,3.0,3.0,"java.util.*,java.util.concurrent.ConcurrentHashMap,java.util.stream.IntStream",0.0,0.0
SemiPrime,.SemiPrime,1.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.ArrayList,java.util.List",0.0,0.0
Semordnilap,.Semordnilap,1.0,public,0.0,0.0,2.0,2.0,"java.nio.file.*,java.util.*",0.0,0.0
SeqNonSquares,.SeqNonSquares,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SequenceMutation,.SequenceMutation,1.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Random",0.0,0.0
SetConsolidation,.SetConsolidation,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
SetPuzzle,.SetPuzzle,2.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
SetPuzzle,.SetPuzzle.Card,2.0,private,0.0,1.0,1.0,1.0,java.util.*,0.0,1.0
SetRightAdjacentBits,.SetRightAdjacentBits,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Sets,.Sets,1.0,public,0.0,0.0,4.0,4.0,"java.util.Arrays,java.util.Collections,java.util.Set,java.util.TreeSet",0.0,0.0
SevenSidedDice,.SevenSidedDice,1.0,public,0.0,0.0,1.0,1.0,java.util.Random,0.0,0.0
SexyPrimes,.SexyPrimes,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
SHA1Task,.SHA1Task,2.0,public,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
SHA1Task,.SHA1,2.0,default,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
SHA256MerkleTree,.SHA256MerkleTree,1.0,public,0.0,0.0,3.0,3.0,"java.io.*,java.security.*,java.util.*",0.0,0.0
SHA256Task,.SHA256Task,2.0,public,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
SHA256Task,.SHA256,2.0,default,0.0,0.0,2.0,2.0,"java.nio.charset.StandardCharsets,java.util.Arrays",0.0,0.0
ShoelaceFormula,.ShoelaceFormula,2.0,public,0.0,0.0,1.0,1.0,java.util.List,0.0,0.0
ShoelaceFormula,.ShoelaceFormula.Point,2.0,private,0.0,1.0,1.0,1.0,java.util.List,0.0,0.0
ShortCirc,.ShortCirc,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ShortestCommonSuperSequence,.ShortestCommonSuperSequence,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ShowAsciiTable,.ShowAsciiTable,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
ShowByteOrder,.ShowByteOrder,1.0,public,0.0,0.0,1.0,1.0,java.nio.ByteOrder,0.0,0.0
ShowTheEpoch,.ShowTheEpoch,1.0,public,0.0,0.0,2.0,2.0,"java.time.LocalDateTime,java.time.ZoneOffset",0.0,0.0
Shuffler,.Shuffler,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
ShuntingYard,.ShuntingYard,1.0,public,0.0,0.0,1.0,1.0,java.util.Stack,0.0,0.0
SierpinskiSquareCurve,.SierpinskiSquareCurve,1.0,public,0.0,0.0,1.0,1.0,java.io.*,0.0,0.0
SierpinskiTriangle,.SierpinskiTriangle,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SieveOfPritchard,.SieveOfPritchard,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.BitSet,java.util.List",0.0,0.0
SingletonApp,.SingletonApp,1.0,public,0.0,0.0,4.0,4.0,"java.io.IOException,java.net.InetAddress,java.net.ServerSocket,java.net.UnknownHostException",0.0,0.0
SisyphusSequence,.SisyphusSequence,3.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
SisyphusSequence,.SisyphusIterator,3.0,default,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
SisyphusSequence,.SegmentedPrimeIterator,3.0,default,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
SleepingBeauty,.SleepingBeauty,1.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.ThreadLocalRandom,0.0,0.0
SleepSort,.SleepSort,1.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.CountDownLatch,0.0,0.0
SmallestNumberK,.SmallestNumberK,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
SmarandachePrimeDigitalSequence,.SmarandachePrimeDigitalSequence,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SmarandacheWellinPrimes,.SmarandacheWellinPrimes,1.0,public,0.0,0.0,5.0,5.0,"java.math.BigInteger,java.util.Arrays,java.util.List,java.util.stream.Collectors,java.util.stream.Stream",0.0,0.0
SmithNumbers,.SmithNumbers,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
SocketSend,.SocketSend,1.0,public,0.0,0.0,2.0,2.0,"java.io.IOException,java.net.*",0.0,0.0
SoEInfHashMap,.SoEInfHashMap,1.0,public,0.0,0.0,2.0,2.0,"java.util.Iterator,java.util.HashMap",0.0,1.0
SoEPagedOdds,.SoEPagedOdds,1.0,public,0.0,0.0,2.0,2.0,"java.util.Iterator,java.util.ArrayList",0.0,1.0
Sokoban,.Sokoban,2.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
Sokoban,.Sokoban.Board,2.0,default,0.0,1.0,1.0,1.0,java.util.*,0.0,0.0
SortComp,.SortComp,2.0,public,0.0,0.0,2.0,2.0,"java.util.Arrays,java.util.Comparator",0.0,0.0
SortComp,.SortComp.Pair,2.0,public,0.0,1.0,2.0,2.0,"java.util.Arrays,java.util.Comparator",0.0,0.0
SortUsingCustomComparator,.SortUsingCustomComparator,1.0,public,0.0,0.0,2.0,2.0,"java.util.Comparator,java.util.List",0.0,0.0
Sparkline,.Sparkline,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SpecialVariables,.SpecialVariables,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
SpellingOfOrdinalNumbers,.SpellingOfOrdinalNumbers,1.0,public,0.0,0.0,2.0,2.0,"java.util.HashMap,java.util.Map",0.0,0.0
SphenicNumbers,.SphenicNumbers,1.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays,java.util.ArrayList,java.util.List",0.0,0.0
Sphere,.Sphere,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SpinningRod,.SpinningRod,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SplitStringByCharacterChange,org.rosettacode.SplitStringByCharacterChange,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
SquareFormFactorization,.SquareFormFactorization,2.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.List,java.util.concurrent.ThreadLocalRandom",0.0,0.0
SquareFormFactorization,.SquareFormFactorization.BQF,2.0,private,0.0,1.0,3.0,3.0,"java.math.BigInteger,java.util.List,java.util.concurrent.ThreadLocalRandom",0.0,0.0
SquareFree,.SquareFree,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
SquaresCubes,.SquaresCubes,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Stable,.Stable,1.0,public,0.0,0.0,1.0,1.0,java.util.*,0.0,0.0
StackTest,.StackTest,1.0,public,0.0,0.0,1.0,1.0,java.util.Stack,0.0,0.0
StateNamePuzzle,.StateNamePuzzle,1.0,public,0.0,0.0,2.0,2.0,"java.util.*,java.util.stream.*",0.0,0.0
StdDev,.StdDev,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Steffensen,.Steffensen,1.0,public,0.0,0.0,1.0,1.0,java.util.Optional,0.0,0.0
StemAndLeaf,.StemAndLeaf,1.0,public,0.0,0.0,5.0,5.0,"java.util.Collections,java.util.LinkedList,java.util.List,java.util.Map,java.util.TreeMap",0.0,0.0
SterlingNumbersFirstKind,.SterlingNumbersFirstKind,1.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.HashMap,java.util.Map",0.0,0.0
SterlingNumbersSecondKind,.SterlingNumbersSecondKind,1.0,public,0.0,0.0,3.0,3.0,"java.math.BigInteger,java.util.HashMap,java.util.Map",0.0,0.0
SternBrocot,.SternBrocot,1.0,public,0.0,0.0,2.0,2.0,"java.math.BigInteger,java.util.LinkedList",0.0,0.0
Stooge,.Stooge,1.0,public,0.0,0.0,1.0,1.0,java.util.Arrays,0.0,0.0
Str,.Str,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
StraddlingCheckerboard,.StraddlingCheckerboard,1.0,public,0.0,0.0,3.0,3.0,"java.util.HashMap,java.util.Map,java.util.regex.*",0.0,0.0
StreamMerge,.StreamMerge,1.0,public,0.0,0.0,3.0,3.0,"java.util.Iterator,java.util.List,java.util.Objects",0.0,0.0
StringCollapsible,.StringCollapsible,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
StringSqueezable,.StringSqueezable,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
StringUniqueCharacters,.StringUniqueCharacters,1.0,public,0.0,0.0,2.0,2.0,"java.util.HashMap,java.util.Map",0.0,0.0
StripASetOfCharactersFromAString,.StripASetOfCharactersFromAString,1.0,public,0.0,0.0,2.0,2.0,"java.util.function.BiFunction,java.util.stream.Collectors",0.0,0.0
StripControlCodes,.StripControlCodes,1.0,public,0.0,0.0,1.0,1.0,java.util.function.IntPredicate,0.0,0.0
StrongAndWeakPrimes,.StrongAndWeakPrimes,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
StudentHandler,.StudentHandler,1.0,public,0.0,0.0,8.0,2.0,"java.io.IOException,java.io.StringReader",1.0,0.0
SubstitutionCipher,.SubstitutionCipher,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SubstringTopAndTail,.SubstringTopAndTail,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SubtractiveGenerator,.SubtractiveGenerator,1.0,public,0.0,0.0,2.0,2.0,"java.util.function.IntSupplier,java.util.stream.IntStream.generate",0.0,1.0
SuccessivePrimeDifferences,.SuccessivePrimeDifferences,1.0,public,0.0,0.0,3.0,3.0,"java.util.ArrayList,java.util.Arrays,java.util.List",0.0,0.0
Sudoku,.Sudoku,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Sum,.Sum,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SumAndProductPuzzle,org.rosettacode.SumAndProductPuzzle,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
SumDigits,.SumDigits,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
SummarizePrimes,.SummarizePrimes,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SumMultiples,.SumMultiples,1.0,default,0.0,0.0,0.0,0.0,,0.0,0.0
SumProd,.SumProd,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SumSquares,.SumSquares,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
SumTo100,rosettacode.SumTo100,3.0,public,0.0,0.0,8.0,8.0,"java.io.PrintStream,java.util.Arrays,java.util.Collections,java.util.HashMap,java.util.HashSet,java.util.Iterator,java.util.Map,java.util.Set",0.0,1.0
SumTo100,rosettacode.SumTo100.Expression,3.0,private,0.0,1.0,8.0,8.0,"java.io.PrintStream,java.util.Arrays,java.util.Collections,java.util.HashMap,java.util.HashSet,java.util.Iterator,java.util.Map,java.util.Set",0.0,0.0
SumTo100,rosettacode.SumTo100.Stat,3.0,private,0.0,1.0,8.0,8.0,"java.io.PrintStream,java.util.Arrays,java.util.Collections,java.util.HashMap,java.util.HashSet,java.util.Iterator,java.util.Map,java.util.Set",0.0,0.0
SuperDNumbers,.SuperDNumbers,1.0,public,0.0,0.0,1.0,1.0,java.math.BigInteger,0.0,0.0
SylvestersSequence,.SylvestersSequence,2.0,public,0.0,0.0,4.0,4.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.math.RoundingMode",0.0,0.0
SylvestersSequence,.BigRational,2.0,default,0.0,0.0,4.0,4.0,"java.math.BigDecimal,java.math.BigInteger,java.math.MathContext,java.math.RoundingMode",0.0,0.0
SymmetricDifference,.SymmetricDifference,1.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays,java.util.HashSet,java.util.Set",0.0,0.0
Sync,.Sync,2.0,public,0.0,0.0,2.0,2.0,"java.util.Random,java.util.concurrent.CountDownLatch",0.0,0.0
Sync,.Sync.Worker,2.0,default,0.0,1.0,2.0,2.0,"java.util.Random,java.util.concurrent.CountDownLatch",0.0,1.0
SystemTime,.SystemTime,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TableCreationPostalAddresses,.TableCreationPostalAddresses,2.0,public,0.0,0.0,5.0,5.0,"java.io.IOException,java.nio.ByteBuffer,java.nio.channels.FileChannel,java.nio.file.Path,java.nio.file.StandardOpenOption",0.0,0.0
TableCreationPostalAddresses,.Address,2.0,default,0.0,0.0,5.0,5.0,"java.io.IOException,java.nio.ByteBuffer,java.nio.channels.FileChannel,java.nio.file.Path,java.nio.file.StandardOpenOption",0.0,0.0
TakeNotes,.TakeNotes,1.0,public,0.0,0.0,3.0,3.0,"java.io.*,java.nio.channels.*,java.util.Date",0.0,0.0
TarjanSCC,.TarjanSCC,2.0,public,0.0,0.0,7.0,7.0,"java.util.ArrayList,java.util.HashMap,java.util.HashSet,java.util.List,java.util.Map,java.util.Set,java.util.Stack",0.0,0.0
TarjanSCC,.Graph,2.0,default,0.0,0.0,7.0,7.0,"java.util.ArrayList,java.util.HashMap,java.util.HashSet,java.util.List,java.util.Map,java.util.Set,java.util.Stack",0.0,0.0
Tau,.Tau,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TauFunction,.TauFunction,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TemperatureConversion,.TemperatureConversion,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
TerminalControlColouredText,.TerminalControlColouredText,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
Test,.Test,1.0,public,0.0,0.0,3.0,3.0,"java.util.Arrays.stream,java.util.Locale,java.util.stream.IntStream.range",0.0,0.0
Test3,.Test3,1.0,public,0.0,0.0,4.0,4.0,"java.math.BigInteger,java.util.Arrays.stream,java.util.*,java.util.stream.Collectors.*",0.0,0.0
TestIntegerness,.TestIntegerness,3.0,public,0.0,0.0,2.0,2.0,"java.math.BigDecimal,java.util.List",0.0,0.0
TestIntegerness,.TestIntegerness.Rational,3.0,private,0.0,1.0,2.0,2.0,"java.math.BigDecimal,java.util.List",0.0,0.0
TestIntegerness,.TestIntegerness.Complex,3.0,private,0.0,1.0,2.0,2.0,"java.math.BigDecimal,java.util.List",0.0,0.0
TheSieveOfSundaram,.TheSieveOfSundaram,1.0,public,0.0,0.0,2.0,2.0,"java.util.ArrayList,java.util.List",0.0,0.0
Threads,.Threads,2.0,public,0.0,0.0,1.0,1.0,java.util.concurrent.CyclicBarrier,0.0,0.0
Threads,.Threads.DelayedMessagePrinter,2.0,public,0.0,1.0,1.0,1.0,java.util.concurrent.CyclicBarrier,0.0,1.0
ThueMorse,.ThueMorse,1.0,public,0.0,0.0,0.0,0.0,,0.0,0.0
